	SporangiaReplicate3	SporangiaReplicate2	SporangiaReplicate1	ZoosporeReplicate1	ZoosporeReplicate2	ZoosporeReplicate3
rna-XM_006677118.1	275.818592971253	231.546841282895	286.800371350382	683.338007719918	1682.53865678919	1380.58786052079
MSTRG.2317.1	1.32924623118676	0.890564774164979	0	1.96927379746374	4.12386925683625	0
rna-XM_006677364.1	0	0	0	0	0	0
MSTRG.2318.1	0.66462311559338	0	0	0.98463689873187	0	0
MSTRG.2318.2	0	0	0	0	0	0
rna-XM_006677236.1	0	0	0	0	0	0
rna-XM_006677411.1	0	0	0	0	0	0
MSTRG.2319.1	79.7547738712056	60.5584046432186	62.5077732430319	63.0167615188397	81.1027620511129	44.926781740782
rna-XM_006677066.1	0	0	0	0	0	0
MSTRG.2320.1	53.1698492474704	56.9961455465587	60.6693093241192	64.9860353163034	82.477385136725	83.7823767598367
rna-XM_006677325.1	0	0	0	0	0	0
rna-XM_006677054.1	0	0	0	0	0	0
MSTRG.2321.1	15.2863316586477	4.4528238708249	14.7077113513016	4.92318449365935	1.37462308561208	3.64271203303638
rna-XM_006677412.1	0	0	0	0	0	0
rna-XM_006677119.1	0	0	0	0	0	0
MSTRG.2322.1	0.66462311559338	0.890564774164979	0	0	0	0
rna-XM_006677365.1	0	0	0	0	0	0
rna-XM_006677308.1	0	0	0	0	0	0
MSTRG.2323.2	0	0	0	0	0	0
rna-XM_006677237.1	4.65236180915366	2.67169432249494	6.43462371619446	3.93854759492748	1.37462308561208	4.85694937738184
rna-XM_006677487.1	152.198693470884	120.226244512272	124.096314526607	13.7849165822462	5.49849234244833	8.49966141041821
rna-XM_006677238.1	29.9080402017021	37.4037205149291	39.5269742566231	71.8784936074265	64.6072850237679	81.3539020711457
rna-XM_006677488.1	52.505226131877	68.5734876107034	50.5577577700993	62.0321246201078	85.2266313079491	76.4969526937639
MSTRG.2328.1	1.32924623118676	0.890564774164979	0.919231959456351	0.98463689873187	0	3.64271203303638
rna-XM_006677239.1	0	0	0	0	0	0
rna-XM_006677489.1	21.2679396989882	26.7169432249494	15.626943310758	0.98463689873187	4.12386925683625	6.07118672172729
rna-XM_006677589.1	104.345829148161	89.9470421906629	109.388603175306	9.8463689873187	6.87311542806041	16.9993228208364
rna-XM_006677120.1	415.389447245863	390.957935858426	386.077422971667	1719.17602518585	1697.65951073092	1714.50313021579
MSTRG.2332.1	0	0.890564774164979	0	0.98463689873187	0	0
MSTRG.2332.2	0	0	0	0	0	0
rna-XM_006677590.1	0	0	0	0	0	0
MSTRG.2333.1	0	0	0	0	0	0
MSTRG.2333.2	0	0	0	0	0	0
MSTRG.2333.3	0	0	0	0	0	0
MSTRG.2333.4	0	0.890564774164979	0	0	0	0
rna-XM_006677366.1	0	0	0	0	0	0
MSTRG.2333.6	0	0	0	0	0	0
MSTRG.2334.1	0	0	0	0	0	0
rna-XM_006677591.1	0	0	0	0	0	0
rna-XM_006677367.1	14.6217085430544	13.3584716124747	7.35385567565081	14.7695534809781	5.49849234244833	3.64271203303638
MSTRG.2335.2	0	1.78112954832996	0.919231959456351	0.98463689873187	0	2.42847468869092
MSTRG.2336.1	8.64010050271394	8.01508296748481	6.43462371619446	3.93854759492748	4.12386925683625	4.85694937738184
rna-XM_006677241.1	0	0	0	0	0	0
rna-XM_006677490.1	0	0	0	0	0	0
rna-XM_006677592.1	55.1637185942506	58.7772750948886	56.9923814862938	63.0167615188397	48.1118079964229	43.7125443964365
MSTRG.2338.1	17.2802010054279	10.6867772899797	10.1115515540199	18.7081010759055	9.62236159928458	9.71389875476367
rna-XM_006677368.1	0	0	0	0	0	0
MSTRG.2339.1	0	0	0	0	0	0
MSTRG.2339.2	0	0.890564774164979	0	0	0	0
rna-XM_006677413.1	482.516381920794	358.007039214322	330.00427344483	654.783537656694	547.099988073609	435.91120662002
MSTRG.2341.1	0	0	0	0	0	0
MSTRG.2341.2	0	0	0	0	0	0
MSTRG.2341.3	0	0	0	0	0	0
MSTRG.2341.4	0	0	0	0	0	0
rna-XM_006677414.1	0	0	0	0	0	0
MSTRG.2342.1	0	0	0	0	0	0
MSTRG.2343.1	0	0	0	0	0	0
rna-XM_006677491.1	14.6217085430544	21.3735545799595	19.3038711485834	7.87709518985496	6.87311542806041	7.28542406607275
MSTRG.2345.1	0	0.890564774164979	0	0	0	1.21423734434546
rna-XM_006677492.1	0	0	0	0	0	0
MSTRG.2346.1	0	2.67169432249494	0.919231959456351	0.98463689873187	1.37462308561208	0
rna-XM_006677493.1	0	0	0	0	0	0
MSTRG.2347.1	0.66462311559338	0.890564774164979	0	0	0	0
rna-XM_006677593.1	0	0	0	0	0	0
rna-XM_006677136.1	96.3703517610401	87.275347868168	95.6001237834605	92.5558684807958	100.347485249682	116.566785057164
rna-XM_006677121.1	19.274070352208	17.8112954832996	20.2231031080397	9.8463689873187	19.2447231985692	16.9993228208364
MSTRG.2349.2	0	0	0	0.98463689873187	0	0
MSTRG.2350.1	0	0	0	0	0	0
rna-XM_006677242.1	0	0	0	0	0	0
MSTRG.2351.1	0.66462311559338	0	0.919231959456351	0	0	1.21423734434546
MSTRG.2351.2	0	0	0	0	0	0
rna-XM_006677243.1	0	0	0	0	0	0
MSTRG.2351.4	0	0	0	0	0	0
MSTRG.2352.1	0	0	0	0	0	0
rna-XM_006677494.1	39.8773869356028	60.5584046432186	42.2846701349921	67.939946012499	63.2326619381558	65.5688165946548
rna-XM_006677244.1	9.30472361830732	8.01508296748481	6.43462371619446	19.6927379746374	31.6163309690779	21.8562721982183
MSTRG.2354.2	0	0	0	0	0	0
MSTRG.2355.1	0.66462311559338	0	1.8384639189127	0	0	0
MSTRG.2356.1	0	0.890564774164979	0	0	0	0
rna-XM_006677137.1	0	0	0	0	0	0
rna-XM_006677245.1	21.9325628145815	18.7018602574646	19.3038711485834	5.90782139239122	8.2477385136725	4.85694937738184
MSTRG.2358.1	0.66462311559338	1.78112954832996	0	3.93854759492748	4.12386925683625	1.21423734434546
rna-XM_006677246.1	0	0	0	0	1.37462308561208	0
MSTRG.2359.1	1.32924623118676	0	0.919231959456351	0	2.74924617122417	1.21423734434546
rna-XM_006677594.1	0	0	0	0	0	0
MSTRG.2360.1	3.3231155779669	0	1.8384639189127	4.92318449365935	1.37462308561208	2.42847468869092
MSTRG.2361.1	0	0	0	0	0	0
rna-XM_006677369.1	0	0	0	0	0	0
MSTRG.2362.1	18.6094472366146	11.5773420641447	17.4654072296707	7.87709518985496	12.3716077705087	4.85694937738184
MSTRG.2362.2	6.6462311559338	5.34338864498987	3.6769278378254	4.92318449365935	1.37462308561208	7.28542406607275
MSTRG.2362.3	0	0	0	0	0	0
rna-XM_006677247.1	0	0	0	0	0	0
rna-XM_006677595.1	57.1575879410307	66.7923580623734	55.1539175673811	26.5851962657605	19.2447231985692	20.6420348538728
rna-XM_006677138.1	326.32994975635	390.957935858426	352.065840471782	226.46648670833	181.450247300795	203.991873850037
MSTRG.2365.1	0.66462311559338	1.78112954832996	0.919231959456351	0	1.37462308561208	2.42847468869092
rna-XM_006677495.1	0	0	0	0	0	0
rna-XM_006677250.1	46.5236180915366	36.5131557407641	35.8500464187977	49.2318449365935	65.98190810938	58.283392528582
MSTRG.2367.1	27.914170854922	25.8263784507844	19.3038711485834	7.87709518985496	5.49849234244833	8.49966141041821
rna-XM_006677251.1	0.66462311559338	0	0	0	0	0
rna-XM_006677496.1	112.985929650875	118.445114963942	130.530938242802	62.0321246201078	50.8610541676471	43.7125443964365
MSTRG.2369.1	194.069949753267	205.72046283211	239.919541418108	309.175986201807	397.266071741892	370.342390025365
MSTRG.2370.1	3.98773869356028	7.12451819331983	4.59615979728176	7.87709518985496	2.74924617122417	3.64271203303638
rna-XM_006677106.1	0	0	0	0	0	0
MSTRG.2371.1	3.3231155779669	3.56225909665992	0.919231959456351	4.92318449365935	8.2477385136725	9.71389875476367
MSTRG.2372.1	0	0	0	0	0	0
MSTRG.2372.2	0	0	0	0	1.37462308561208	0
MSTRG.2372.3	0	0	0	0	0	0
MSTRG.2373.1	0	0	0	0	0	0
rna-XM_006677253.1	51.1759799006903	40.0754148374241	44.1231340539048	15.7541903797099	12.3716077705087	13.3566107878
MSTRG.2375.1	0	0	0	0	0	0
MSTRG.2375.2	0	0	0	0	0	0
rna-XM_006677254.1	0	0	0	0	0	0
MSTRG.2375.4	0.66462311559338	2.67169432249494	0	0	6.87311542806041	6.07118672172729
rna-XM_006677497.1	0	0	0	0	0	0
rna-XM_006677498.1	0	0.890564774164979	0	0	0	0
MSTRG.2376.1	0	0	0	0	0	0
MSTRG.2377.1	71.7792964840851	57.8867103207236	65.2654691214009	248.128498480431	305.166325005882	350.914592515838
rna-XM_006677109.1	0	0	0	0	0	0
rna-XM_006677139.1	550.307939711319	626.957601012145	649.89699533564	922.604774111762	940.242190558665	893.678685438258
rna-XM_006677370.1	277.14783920244	247.577007217864	243.596469255933	169.357546581882	141.586177818045	142.065769288419
rna-XM_006677415.1	324.336080409569	321.493883473557	295.073458985489	282.590789936047	222.688939869157	224.63390870391
rna-XM_006677104.1	95.7057286454467	96.1809956098177	72.6193247970517	72.8631305061584	63.2326619381558	49.7837311181638
rna-XM_006677255.1	74.4377889464586	49.8716273532388	53.3154536484684	111.263969556701	112.719093020191	115.352547712819
rna-XM_006677256.1	206.697788949541	182.565778703821	177.411768175076	142.772350316121	156.707031759777	123.852209123237
MSTRG.2384.1	0.66462311559338	0.890564774164979	2.75769587836905	4.92318449365935	2.74924617122417	1.21423734434546
rna-XM_006677499.1	0	0	0	0	0	0
MSTRG.2385.1	0.66462311559338	0	0	0	1.37462308561208	1.21423734434546
MSTRG.2385.2	0	0	0	0	0	0
rna-XM_006677257.1	0	0	0	0	0	0
MSTRG.2386.1	0	0	0	0	0	0
rna-XM_006677326.1	0	0	0	0	0	0
MSTRG.2386.3	0	0	0	0	0	0
rna-XM_006677052.1	1.32924623118676	0	0	1.96927379746374	1.37462308561208	0
MSTRG.2387.1	3.3231155779669	6.23395341915485	6.43462371619446	2.95391069619561	1.37462308561208	1.21423734434546
MSTRG.2387.2	0	0	0	0	0	0
rna-XM_006677060.1	0	0	0	0	0	0
MSTRG.2388.1	0	0	0	0	0	0
MSTRG.2388.2	0	0	0	0	0	0
rna-XM_006677105.1	0	0	0	0	0	0
rna-XM_006677596.1	16.6155778898345	15.1396011608046	13.7884793918453	18.7081010759055	20.6193462841812	21.8562721982183
rna-XM_006677371.1	40.5420100511962	45.4188034824139	32.1731185809723	37.4162021518111	39.8640694827504	36.4271203303638
rna-XM_006677258.1	27.2495477393286	19.5924250316295	21.1423350674961	17.7234641771737	35.7402002259142	27.9274589199456
rna-XM_006677321.1	641.361306547612	692.859394300354	658.170082970747	1102.79332657969	1161.55650734221	873.036650584385
rna-XM_006677500.1	31.9019095484822	33.8414614182692	30.3346546620596	75.817041202354	107.220600677742	89.853563481564
rna-XM_006677416.1	75.7670351776453	57.8867103207236	51.4769897295557	268.805873353801	702.432396747774	432.268494586983
rna-XM_006677417.1	400.103115587215	345.539132376012	395.269742566231	22.646648670833	24.7432155410175	21.8562721982183
MSTRG.2396.1	0	0	0	0	0	0
rna-XM_006677501.1	0	0.890564774164979	0.919231959456351	0	0	1.21423734434546
MSTRG.2396.3	0	0	0	0	0	0
rna-XM_006677597.1	22.5971859301749	22.2641193541245	21.1423350674961	5.90782139239122	13.7462308561208	9.71389875476367
rna-XM_006677598.1	38.548140704416	32.0603318699392	35.8500464187977	202.835201138765	356.027379173529	304.77357343071
MSTRG.2399.1	107.668944726128	72.1357467073633	75.3770206754208	27.5698331644924	26.1178386266296	31.5701709529819
rna-XM_006677100.1	0	0	0	0	0	0
rna-XM_006677502.1	22.5971859301749	32.0603318699392	20.2231031080397	37.4162021518111	37.1148233115262	29.141696264291
rna-XM_006677503.1	11.9632160806808	11.5773420641447	11.0307835134762	4.92318449365935	4.12386925683625	4.85694937738184
MSTRG.2402.1	0	0	0	0	0	0
rna-XM_006677259.1	0	0	0	0	0	0
MSTRG.2402.3	0	0	0	0	0	0
MSTRG.2403.1	0	0	0	0	0	0
rna-XM_006677504.1	0	0	0	0	0	0
rna-XM_006677599.1	35.2250251264491	28.4980727732793	34.011582499885	57.1089401264485	70.1057773662162	58.283392528582
MSTRG.2405.1	171.472763823092	180.784649155491	167.300216621056	464.748616201443	872.885659363673	713.97155847513
rna-XM_006677418.1	0	0	0	0	0	0
rna-XM_006677101.1	0	0	0	0	0	0
rna-XM_006677260.1	65.7976884437446	51.6527569015688	43.2039020944485	34.4622914556155	19.2447231985692	40.0698323634001
MSTRG.2407.1	0	0	0	0	1.37462308561208	1.21423734434546
MSTRG.2407.2	0	0	0	0	0	0
MSTRG.2407.3	0	0	0	0	0	0
MSTRG.2407.4	0	0	0	0	0	0
MSTRG.2407.5	0.66462311559338	0.890564774164979	0	1.96927379746374	4.12386925683625	6.07118672172729
rna-XM_006677419.1	0	0	0	0	0	0
rna-XM_006677037.1	7.31085427152718	15.1396011608046	12.8692474323889	2.95391069619561	4.12386925683625	4.85694937738184
MSTRG.2408.2	0.66462311559338	0	0	2.95391069619561	1.37462308561208	3.64271203303638
rna-XM_006677140.1	300.409648248208	291.214681151948	266.577268242342	80.7402256960134	76.9788927942766	91.0678008259094
MSTRG.2410.1	0	0	0	0	0	0
MSTRG.2410.2	0	0	0	0.98463689873187	0	4.85694937738184
rna-XM_006677505.1	0	0	0	0	2.74924617122417	0
rna-XM_006677420.1	124.284522615962	98.8526899323127	113.984762972588	1217.01120683259	2615.90773191979	2075.13162148639
rna-XM_006677078.1	148.210954777324	146.052622963057	115.8232268915	149.664808607244	240.559039982114	202.777636505692
MSTRG.2413.1	0	0	0	0	0	0
MSTRG.2413.2	0	0	0.919231959456351	3.93854759492748	9.62236159928458	6.07118672172729
rna-XM_006677372.1	0	0	0	0	0	0
rna-XM_006677421.1	0	0	0	0	0	0
rna-XM_006677076.1	25.2556783925484	32.0603318699392	34.9308144593413	38.4008390505429	17.8701001129571	31.5701709529819
MSTRG.2415.1	0	0	0	0	0	0
MSTRG.2415.2	0	0	0	0	0	0
rna-XM_006677040.1	0	0	0	0	0	0
MSTRG.2416.1	0	0	0	0	0	0
MSTRG.2416.2	0	0	0	0	0	0
MSTRG.2416.3	0	0	0	0	0	0
rna-XM_006677506.1	0	0	0	0	0	0
rna-XM_006677262.1	196.728442215641	173.660130962171	184.765623850727	557.304484682239	751.918827829809	639.903080470057
rna-XM_006677373.1	0	0	0	0	0	0
MSTRG.2418.2	0	0	0	0	0	0
MSTRG.2418.3	0	0	0	0	0	0
MSTRG.2418.4	0	0	0	0	0	0
MSTRG.2418.5	0	0	0	0	0	0
MSTRG.2419.1	1.32924623118676	2.67169432249494	0	0.98463689873187	1.37462308561208	1.21423734434546
rna-XM_006677045.1	1.32924623118676	0.890564774164979	0.919231959456351	1.96927379746374	1.37462308561208	0
MSTRG.2421.1	0.66462311559338	0.890564774164979	2.75769587836905	3.93854759492748	0	0
rna-XM_006677422.1	993.611557812103	944.889225389043	1009.31669148307	2251.86458739979	2959.56350332281	2568.11198329065
MSTRG.2423.1	1.32924623118676	0.890564774164979	0	0.98463689873187	0	0
rna-XM_006677264.1	0	0	0	0	0	0
MSTRG.2424.1	0	0	0	0	0	0
MSTRG.2424.2	9.30472361830732	8.01508296748481	7.35385567565081	10.8310058860506	10.9969846848967	14.5708481321455
rna-XM_006677374.1	49.8467336695035	40.0754148374241	56.0731495268374	216.620117721011	273.549994036804	236.776282147364
MSTRG.2425.1	0	0	0	0	0	0
MSTRG.2426.1	0	0	0	0	0	0
MSTRG.2426.2	0.66462311559338	0	0	0	0	0
MSTRG.2426.3	0	0	0	0	0	0
rna-XM_006677141.1	0	0.890564774164979	0	0	0	1.21423734434546
rna-XM_006677375.1	0	0	0	0	0	0
rna-XM_006677309.1	0	0	0	0	0	0
MSTRG.2427.1	0	0	0	0	0	0
rna-XM_006677310.1	0	0	0	0	0	0
MSTRG.2427.3	0	0	0	0	0	0
rna-XM_006677376.1	0	0	0	0	0	0
rna-XM_006677265.1	105.675075379347	112.211161544787	88.2462681078097	189.050284556519	200.694970499364	213.705772604801
MSTRG.2429.1	0.66462311559338	0	0	0	0	1.21423734434546
rna-XM_006677600.1	0	0	0	0	0	0
MSTRG.2429.3	1.32924623118676	0.890564774164979	1.8384639189127	1.96927379746374	1.37462308561208	1.21423734434546
MSTRG.2429.4	0	0	0	0	0	0
MSTRG.2429.5	1.32924623118676	0.890564774164979	0.919231959456351	0	0	0
MSTRG.2429.6	0	0.890564774164979	0	0	0	0
MSTRG.2429.7	1.99386934678014	0.890564774164979	0.919231959456351	4.92318449365935	12.3716077705087	4.85694937738184
rna-XM_006677423.1	0	0	0	0	0	0
MSTRG.2429.9	0	0.890564774164979	2.75769587836905	1.96927379746374	2.74924617122417	7.28542406607275
rna-XM_006677377.1	7.31085427152718	2.67169432249494	5.51539175673811	12.8002796835143	21.9939693697933	16.9993228208364
MSTRG.2431.1	0	0	0	0	0	0
MSTRG.2431.2	0	0	0	0	0	0
rna-XM_006677082.1	0	0	0	0	0	0
rna-XM_006677601.1	23.9264321613617	19.5924250316295	21.1423350674961	15.7541903797099	9.62236159928458	8.49966141041821
MSTRG.2433.1	3.98773869356028	10.6867772899797	6.43462371619446	4.92318449365935	9.62236159928458	8.49966141041821
rna-XM_006677507.1	0	0	0	0	0	0
MSTRG.2434.1	10.6339698494941	7.12451819331983	8.27308763510716	5.90782139239122	6.87311542806041	0
MSTRG.2434.2	0	0	0	0	0	0
MSTRG.2435.1	0.66462311559338	0.890564774164979	1.8384639189127	0.98463689873187	0	0
MSTRG.2435.2	0	0	0	0	0	0
MSTRG.2436.1	57.8222110566241	45.4188034824139	38.6077422971667	37.4162021518111	26.1178386266296	27.9274589199456
rna-XM_006677063.1	0	0	0	0	0	0
rna-XM_006677122.1	197.393065331234	231.546841282895	194.877175404746	115.202517151629	90.7251236503974	112.924073024128
rna-XM_006677508.1	39.2127638200094	32.0603318699392	43.2039020944485	3.93854759492748	8.2477385136725	6.07118672172729
MSTRG.2438.2	1.32924623118676	0.890564774164979	1.8384639189127	0	0	0
MSTRG.2439.1	0	0	0	0	0	0
rna-XM_006677602.1	1.32924623118676	0	0	0	0	0
MSTRG.2440.1	1.99386934678014	0.890564774164979	0.919231959456351	0	0	0
rna-XM_006677603.1	2.65849246237352	1.78112954832996	2.75769587836905	0	0	0
rna-XM_006677266.1	75.7670351776453	75.6980058040232	56.0731495268374	4.92318449365935	12.3716077705087	10.9281360991091
rna-XM_006677604.1	33.231155779669	32.0603318699392	34.011582499885	53.170392531521	76.9788927942766	50.9979684625093
rna-XM_006677509.1	19.274070352208	18.7018602574646	16.5461752702143	4.92318449365935	9.62236159928458	16.9993228208364
MSTRG.2444.1	6.6462311559338	13.3584716124747	18.384639189127	8.86173208858683	5.49849234244833	7.28542406607275
rna-XM_006677267.1	0	0	0	0	0	0
MSTRG.2445.1	0	0	0	0	0	0
MSTRG.2445.2	0	0	0	0	0	0
rna-XM_006677378.1	0	0	0	0	0	0
MSTRG.2446.1	3.98773869356028	2.67169432249494	1.8384639189127	2.95391069619561	2.74924617122417	2.42847468869092
MSTRG.2446.2	0	0	0	0	0	0
rna-XM_006677107.1	0	0	0	0	0	0
MSTRG.2447.1	0	0	0	0	0	0
MSTRG.2447.2	0	0	0	0	0	0
rna-XM_006677059.1	0	0	0	0	0	0
rna-XM_006677268.1	3.98773869356028	4.4528238708249	2.75769587836905	7.87709518985496	10.9969846848967	4.85694937738184
MSTRG.2449.1	2.65849246237352	2.67169432249494	4.59615979728176	5.90782139239122	9.62236159928458	4.85694937738184
rna-XM_006677605.1	0	0	0	0	0	0
MSTRG.2449.3	0	0	0	0	0	0
MSTRG.2449.4	0	0	0	0	0	0
MSTRG.2450.1	13.957085427461	20.4829898057945	14.7077113513016	28.5544700632242	17.8701001129571	16.9993228208364
rna-XM_006677510.1	0	0	0	0	0	0
rna-XM_006677606.1	107.004321610534	113.101726318952	100.196283580742	28.5544700632242	28.8670847978537	32.7844082973274
rna-XM_006677269.1	28.5787939705153	32.0603318699392	30.3346546620596	18.7081010759055	20.6193462841812	21.8562721982183
MSTRG.2453.1	1.32924623118676	1.78112954832996	0.919231959456351	2.95391069619561	2.74924617122417	0
MSTRG.2453.2	0	0	0	0	0	0
rna-XM_006677270.1	0	0	0	0	0	0
MSTRG.2453.4	0	0	0	0	0	0
MSTRG.2454.1	1.32924623118676	0.890564774164979	4.59615979728176	4.92318449365935	8.2477385136725	9.71389875476367
rna-XM_006677608.1	10.6339698494941	4.4528238708249	6.43462371619446	17.7234641771737	28.8670847978537	30.3559336086365
MSTRG.2455.1	0	0	0.919231959456351	3.93854759492748	1.37462308561208	4.85694937738184
MSTRG.2455.2	0	0	0	0	0	2.42847468869092
rna-XM_006677142.1	0	0	0	0	0	0
MSTRG.2456.1	0	0	0	1.96927379746374	0	0
MSTRG.2456.2	0	0	0	0	0	0
MSTRG.2456.3	0	0	0	0	0	0
MSTRG.2456.4	0	0	0	0	0	0
MSTRG.2456.5	0	0	0	0	0	0
rna-XM_006677085.1	0	0	0	0	0	0
rna-XM_006677609.1	110.992060304094	105.086643351468	110.307835134762	110.279332657969	107.220600677742	88.6393261372185
MSTRG.2458.1	5.98160804034042	1.78112954832996	1.8384639189127	0	1.37462308561208	1.21423734434546
MSTRG.2459.1	0	0	0	0	0	0
MSTRG.2459.2	0	0	0	0	1.37462308561208	0
rna-XM_006677610.1	0	0	0	0	0	0
rna-XM_006677511.1	89.0594974895129	88.1659126423329	77.2154845943335	74.8324043036221	53.6103003388712	49.7837311181638
MSTRG.2461.1	2.65849246237352	0	0	0	0	0
rna-XM_006677379.1	0	0	0	0	0	0
rna-XM_006677271.1	0	0	0	0	0	0
MSTRG.2462.1	0	0	0.919231959456351	0	0	2.42847468869092
MSTRG.2462.2	0.66462311559338	0	0	5.90782139239122	1.37462308561208	1.21423734434546
rna-XM_006677272.1	0	0	0	0	0	0
MSTRG.2463.1	5.98160804034042	7.12451819331983	9.19231959456351	15.7541903797099	12.3716077705087	21.8562721982183
rna-XM_006677081.1	0	0	0	0	0	0
MSTRG.2464.1	0	0.890564774164979	0	0	0	0
rna-XM_006677273.1	0	0	0	0	0	0
MSTRG.2465.1	2.65849246237352	4.4528238708249	3.6769278378254	3.93854759492748	1.37462308561208	2.42847468869092
rna-XM_006677143.1	0	0	0	0	0	0
MSTRG.2466.1	0	0	0	0	0	0
rna-XM_006677380.1	0	0	0	0	0	0
rna-XM_006677274.1	0	0	0	0	0	0
MSTRG.2467.1	1.99386934678014	0.890564774164979	0.919231959456351	1.96927379746374	2.74924617122417	1.21423734434546
rna-XM_006677275.1	0	0	0	0	0	0
rna-XM_006677381.1	1.99386934678014	0	0	2.95391069619561	2.74924617122417	0
rna-XM_006677276.1	6.6462311559338	6.23395341915485	4.59615979728176	0	0	1.21423734434546
MSTRG.2469.2	0	0	0	0	0	0
rna-XM_006677327.1	0	0	0	0	0	0
MSTRG.2470.2	0	0	0	0	0	0
MSTRG.2471.1	0	0	0	0	0	0
MSTRG.2471.2	0	0	0	0	0	0
rna-XM_006677277.1	0	0	0	0	0	0
MSTRG.2472.1	6.6462311559338	0.890564774164979	5.51539175673811	10.8310058860506	75.6042697086645	33.9986456416729
rna-XM_006677088.1	0	0	0	0	0	0
MSTRG.2472.3	31.2372864328889	19.5924250316295	23.9000309458651	57.1089401264485	42.6133156539746	88.6393261372185
MSTRG.2473.1	108.998190957314	96.1809956098177	111.227067094218	22.646648670833	26.1178386266296	18.2135601651819
rna-XM_006677382.1	203.374673371574	163.863918446356	188.442551688552	604.567055821368	618.580388525437	917.963432325167
MSTRG.2475.1	0	0	0	0	0	0
rna-XM_006677278.1	2.65849246237352	1.78112954832996	0.919231959456351	0	0	0
MSTRG.2475.3	0	0	0	0	0	0
MSTRG.2476.1	6.6462311559338	5.34338864498987	7.35385567565081	5.90782139239122	4.12386925683625	8.49966141041821
rna-XM_006677383.1	0	0	0	0	0	0
MSTRG.2477.1	0	0	0	0	0	0
rna-XM_006677279.1	0	0	0	0	0	0
MSTRG.2477.3	0	0	0	0	0	0
rna-XM_006677384.1	0	0	0	0	0	0
MSTRG.2477.5	3.98773869356028	1.78112954832996	2.75769587836905	0	1.37462308561208	1.21423734434546
rna-XM_006677280.1	0	0	0	0	0	0
MSTRG.2478.1	41.2066331667896	52.5433216757338	51.4769897295557	69.9092198099628	76.9788927942766	63.1403419059639
rna-XM_006677097.1	0	0	0	0	0	0
MSTRG.2479.1	0	0	0	0	0	0
rna-XM_006677123.1	0	0	0	0	0	0
MSTRG.2480.1	0	0	0	0	0	0
MSTRG.2480.2	2.65849246237352	1.78112954832996	0.919231959456351	0	0	2.42847468869092
MSTRG.2480.3	0	0	0	0	0	0
MSTRG.2480.4	0.66462311559338	0	0	0	1.37462308561208	1.21423734434546
rna-XM_006677385.1	0	0	0	0	0	0
MSTRG.2481.1	0	0	0.919231959456351	0	0	1.21423734434546
rna-XM_006677328.1	0	0	0	0	0	0
MSTRG.2481.3	0	0	0	0	0	0
MSTRG.2482.1	8.64010050271394	14.2490363866397	17.4654072296707	0.98463689873187	0	3.64271203303638
rna-XM_006677611.1	0	0	0	0	0	0
MSTRG.2483.1	0	0	0	0	0	0
MSTRG.2483.2	0	0	0	0	0	0
MSTRG.2483.3	0	0	0	0	0	0
MSTRG.2483.4	0	0	0	0	0	0
rna-XM_006677086.1	0	0	0	0	0	0
MSTRG.2484.1	3.3231155779669	4.4528238708249	1.8384639189127	16.7388272784418	20.6193462841812	18.2135601651819
MSTRG.2484.2	1.99386934678014	1.78112954832996	0.919231959456351	4.92318449365935	6.87311542806041	6.07118672172729
rna-XM_006677281.1	0.66462311559338	0.890564774164979	0.919231959456351	1.96927379746374	5.49849234244833	1.21423734434546
rna-XM_006677144.1	186.094472366146	208.392157154605	203.150263039854	99.4483267719189	74.2296466230525	69.2115286276912
MSTRG.2486.1	49.8467336695035	47.1999330307439	53.3154536484684	8.86173208858683	8.2477385136725	12.1423734434546
MSTRG.2487.1	12.6278391962742	9.79621251581477	18.384639189127	11.8156427847824	13.7462308561208	21.8562721982183
rna-XM_006677042.1	0	0	0	0	0	0
MSTRG.2488.1	65.1330653281512	64.1206637398785	65.2654691214009	25.6005593670286	10.9969846848967	18.2135601651819
MSTRG.2489.1	0	0	0	0	0	0
MSTRG.2490.1	0	0	0	0	0	0
MSTRG.2491.1	29.9080402017021	24.9358136766194	16.5461752702143	27.5698331644924	23.3685924554054	3.64271203303638
MSTRG.2492.1	0	0	0	0	0	0
MSTRG.2492.2	0	0	0	0	0	0
rna-XM_006677386.1	0	0	0	0	0	0
MSTRG.2493.1	0	0	0	0	0	0
MSTRG.2494.1	0	0	0	0	0	0
MSTRG.2494.2	0	0	0	0	0	0
MSTRG.2494.3	0	0	0	0	0	0
MSTRG.2494.4	0	0	0	0	0	1.21423734434546
MSTRG.2494.5	0	0	0	0	0	0
rna-XM_006677145.1	0	0	0	0	0	0
MSTRG.2495.1	0	0	0	0	1.37462308561208	1.21423734434546
MSTRG.2495.2	1.32924623118676	0	0	0	0	0
rna-XM_006677424.1	0	0	0	0	0	0
rna-XM_006677049.1	176.125125632246	154.067705930541	111.227067094218	41.3547497467385	26.1178386266296	35.2128829860183
MSTRG.2497.1	49.1821105539101	51.6527569015688	52.396221689012	38.4008390505429	28.8670847978537	16.9993228208364
rna-XM_006677146.1	0	0	0	0	0	0
MSTRG.2498.1	0.66462311559338	0	1.8384639189127	1.96927379746374	0	1.21423734434546
rna-XM_006677087.1	0	0	0	0	0	0
rna-XM_006677612.1	835.431256300879	923.515670809083	918.312727496895	962.974886959769	1107.94620700334	812.324783367112
